trader_id,age_group,experience_level,starting_capital,ending_balance,monthly_return_pct,max_drawdown_pct,position_size_pct,win_ratio,risk_reward_ratio,trades_per_week,avg_holding_period_days,overnight_positions_pct,platform_usage_hours,preferred_trading_type,preferred_instruments,trade_decision_factor,stop_loss_usage_pct,is_profitable,risk_score
TR00344,26-35,Intermediate,297940,298034,0.03,5.23,7.31,0.43,1.38,5,3.5,28.57,4.8,Intraday,Mixed,Tips/Recommendations,36.5,1,2
TR00345,26-35,Intermediate,415340,435984,4.57,4.64,13.44,0.53,1.88,16,8.66,35.95,3.64,Mixed,F&O,Technical Analysis,57.02,1,2
TR00346,46-55,Intermediate,483027,478130,-0.93,14.07,20.91,0.35,1.61,16,1.0,35.32,4.24,Swing,Currency,Fundamental Analysis,31.52,0,3
TR00347,56+,Beginner,65479,49020,-23.41,26.48,39.8,0.21,0.6,23,22.05,71.03,7.71,Intraday,F&O,Technical Analysis,28.6,0,5
TR00348,26-35,Beginner,95392,93972,-1.59,6.91,12.2,0.32,1.2,15,17.73,50.23,3.41,Intraday,Currency,Tips/Recommendations,30.95,0,3
TR00349,36-45,Intermediate,268441,270796,0.97,8.49,14.1,0.53,1.43,7,6.08,34.53,3.02,Intraday,Currency,Mixed,38.6,1,3
TR00350,26-35,Intermediate,332107,329138,-0.88,9.52,15.45,0.4,1.27,16,2.73,20.4,5.12,Mixed,F&O,Tips/Recommendations,31.68,0,3
TR00351,56+,Intermediate,367267,372618,1.35,9.33,17.89,0.44,1.59,13,2.91,32.29,2.39,Intraday,Currency,Fundamental Analysis,44.55,1,3
TR00352,36-45,Beginner,83477,72483,-14.08,33.92,36.01,0.29,0.58,14,0.54,62.39,3.38,Swing,F&O,Technical Analysis,12.96,0,5
TR00353,56+,Beginner,24388,21545,-12.93,21.45,24.59,0.29,0.95,26,0.66,30.78,4.81,Swing,Equity,Mixed,13.49,0,4
TR00354,18-25,Intermediate,55569,56653,1.84,8.24,16.21,0.47,1.4,18,4.87,28.43,2.37,Intraday,F&O,Technical Analysis,40.17,1,3
TR00355,56+,Advanced,794124,804305,1.4,2.9,8.25,0.54,2.11,6,5.05,16.24,2.76,Swing,Equity,Technical Analysis,70.34,1,1
TR00356,26-35,Advanced,828861,852595,2.91,3.05,13.5,0.54,2.93,4,3.9,11.26,1.68,Swing,Mixed,Tips/Recommendations,78.55,1,1
TR00357,56+,Intermediate,479802,483376,0.72,7.4,15.61,0.44,1.43,16,8.04,34.38,5.58,Swing,Mixed,Fundamental Analysis,57.14,1,2
TR00358,26-35,Beginner,22015,20785,-5.9,16.6,27.64,0.32,0.65,10,13.56,39.09,6.92,Intraday,Mixed,Fundamental Analysis,27.78,0,4
TR00359,18-25,Beginner,55002,46265,-17.33,18.34,26.18,0.31,0.82,29,0.72,67.15,6.5,Swing,F&O,Tips/Recommendations,14.45,0,4
TR00360,26-35,Intermediate,297666,315517,5.69,8.39,16.45,0.52,1.9,19,6.7,45.44,4.47,Mixed,Commodities,Technical Analysis,36.88,1,3
TR00361,36-45,Intermediate,187326,178924,-4.37,6.43,21.08,0.36,1.01,17,3.06,36.37,5.45,Intraday,Equity,Tips/Recommendations,65.15,0,2
TR00362,26-35,Beginner,27144,25352,-6.01,22.31,31.54,0.37,0.65,10,14.42,79.09,4.12,Mixed,Commodities,Technical Analysis,26.75,0,4
TR00363,36-45,Intermediate,205286,204549,-0.37,7.54,18.23,0.52,0.82,7,2.56,33.51,5.49,Intraday,Equity,Tips/Recommendations,64.8,0,2
TR00364,36-45,Advanced,698870,701661,0.44,3.08,11.59,0.51,1.52,3,10.87,25.4,3.37,Mixed,Equity,Tips/Recommendations,73.0,1,1
TR00365,26-35,Beginner,90719,83148,-7.97,20.2,30.81,0.29,1.08,19,0.86,79.46,6.74,Intraday,Equity,Technical Analysis,28.43,0,4
TR00366,36-45,Intermediate,252846,256881,1.59,6.8,13.54,0.44,1.68,19,8.13,26.95,4.25,Mixed,F&O,Mixed,50.95,1,2
TR00367,26-35,Beginner,16090,14749,-8.84,30.62,45.07,0.24,0.75,12,23.08,77.13,4.23,Positional,Equity,Technical Analysis,19.57,0,5
TR00368,36-45,Beginner,21637,19504,-9.33,21.15,26.7,0.28,0.99,17,0.42,32.14,5.12,Intraday,Equity,Tips/Recommendations,24.1,0,4
TR00369,18-25,Beginner,32415,28769,-11.96,21.92,28.48,0.21,0.78,23,13.54,52.32,6.97,Intraday,Equity,Mixed,25.07,0,4
TR00370,56+,Beginner,34071,24618,-29.14,46.53,49.61,0.26,1.17,27,0.45,33.5,3.16,Swing,F&O,Technical Analysis,16.02,0,6
TR00371,36-45,Intermediate,108243,109759,1.52,3.43,5.0,0.51,1.96,19,3.24,41.88,5.13,Swing,Equity,Tips/Recommendations,42.6,1,2
TR00372,36-45,Intermediate,437971,437061,-0.21,3.01,8.71,0.41,1.27,10,2.2,38.25,2.96,Intraday,F&O,Technical Analysis,61.66,0,2
TR00373,36-45,Beginner,51240,49925,-2.61,15.92,25.36,0.36,1.1,11,25.81,65.33,3.72,Mixed,Mixed,Fundamental Analysis,37.47,0,3
TR00374,36-45,Beginner,93807,79323,-15.4,43.6,47.3,0.31,1.04,19,0.62,48.72,3.58,Swing,Mixed,Tips/Recommendations,20.79,0,6
TR00375,26-35,Intermediate,413714,414453,0.17,4.12,6.4,0.53,1.17,6,2.71,31.08,2.11,Swing,F&O,Tips/Recommendations,42.28,1,2
TR00376,18-25,Intermediate,476650,476165,-0.09,3.21,5.19,0.46,1.08,14,6.57,21.36,4.09,Intraday,Equity,Tips/Recommendations,37.81,0,2
TR00377,36-45,Beginner,79724,73964,-7.79,9.93,12.11,0.21,0.82,26,26.69,47.5,4.09,Intraday,F&O,Technical Analysis,30.35,0,3
TR00378,26-35,Advanced,1801596,1819284,1.08,0.74,3.15,0.59,2.67,9,10.55,37.88,3.97,Positional,F&O,Fundamental Analysis,71.31,1,1
TR00379,26-35,Beginner,21314,20942,-1.93,8.14,11.5,0.21,1.17,10,11.29,48.96,5.87,Intraday,Equity,Technical Analysis,39.63,0,3
TR00380,46-55,Beginner,33954,30690,-10.35,19.21,29.19,0.29,1.03,18,17.43,71.57,3.69,Swing,Currency,Tips/Recommendations,19.77,0,4
TR00381,36-45,Beginner,67108,63603,-5.06,26.47,33.23,0.39,1.1,20,22.92,72.12,6.44,Swing,F&O,Technical Analysis,21.82,0,4
TR00382,26-35,Beginner,97044,88761,-8.16,17.35,20.87,0.23,0.92,25,15.32,48.66,7.49,Intraday,Equity,Mixed,28.1,0,4
TR00383,26-35,Beginner,97505,89003,-8.25,15.48,25.93,0.28,1.08,16,0.23,61.6,6.73,Intraday,F&O,Technical Analysis,34.05,0,3
TR00384,26-35,Intermediate,161195,164488,2.15,3.46,6.83,0.5,1.74,17,8.78,22.86,2.31,Swing,F&O,Fundamental Analysis,48.78,1,2
TR00385,26-35,Advanced,1285244,1319152,2.74,1.49,6.37,0.63,2.07,11,5.92,13.11,3.69,Intraday,F&O,Technical Analysis,74.79,1,1
TR00386,26-35,Intermediate,335205,339581,1.31,5.51,15.45,0.48,1.46,11,6.87,21.46,5.18,Intraday,Mixed,Fundamental Analysis,69.83,1,2
TR00387,18-25,Beginner,89252,80189,-11.13,39.8,39.29,0.25,1.06,12,22.28,59.05,3.79,Mixed,Equity,Tips/Recommendations,10.31,0,5
TR00388,26-35,Beginner,49749,46304,-6.77,6.93,10.13,0.33,0.53,27,0.87,51.3,3.26,Intraday,Mixed,Fundamental Analysis,36.85,0,3
TR00389,56+,Beginner,26907,22919,-13.51,25.4,28.69,0.26,1.07,22,12.66,57.4,5.79,Mixed,F&O,News Events,14.47,0,4
TR00390,36-45,Intermediate,199849,199770,-0.04,4.76,10.94,0.49,1.01,16,1.92,35.63,2.62,Intraday,Equity,Technical Analysis,61.44,0,2
TR00391,56+,Intermediate,274301,285850,4.01,9.56,22.06,0.54,1.42,14,6.93,30.51,5.34,Intraday,F&O,Fundamental Analysis,54.72,1,3
TR00392,36-45,Beginner,61745,56806,-8.0,30.15,38.62,0.34,1.07,16,0.95,63.87,4.79,Positional,Equity,Mixed,20.26,0,5
TR00393,26-35,Beginner,91818,87277,-5.34,23.38,33.56,0.37,0.68,13,15.59,67.93,7.56,Swing,F&O,Technical Analysis,36.22,0,4
TR00394,36-45,Intermediate,73624,72242,-1.85,6.91,10.55,0.35,1.09,17,9.37,20.44,4.26,Intraday,Currency,News Events,30.52,0,3
TR00395,18-25,Beginner,33321,25319,-25.02,31.88,46.41,0.34,0.78,29,25.62,40.36,3.91,Intraday,Equity,Technical Analysis,16.8,0,5
TR00396,26-35,Beginner,20488,20275,-1.15,7.15,11.8,0.37,1.13,10,0.84,65.66,3.7,Intraday,Mixed,Technical Analysis,27.01,0,3
TR00397,26-35,Beginner,32574,30444,-6.37,9.67,14.38,0.21,0.5,17,19.0,49.33,5.88,Intraday,F&O,Mixed,20.55,0,3
TR00398,36-45,Beginner,15240,14383,-5.25,21.12,25.67,0.37,1.13,23,0.3,63.12,6.81,Intraday,Equity,Mixed,28.31,0,4
TR00399,36-45,Intermediate,224293,222454,-0.85,5.11,7.49,0.4,0.98,18,5.06,30.41,5.13,Intraday,F&O,Fundamental Analysis,30.96,0,3
TR00400,26-35,Intermediate,453694,482283,6.44,17.11,24.13,0.48,1.99,16,8.94,31.72,3.1,Mixed,Equity,Technical Analysis,34.66,1,3
TR00401,26-35,Advanced,386717,400297,3.26,4.21,12.37,0.61,2.93,4,4.27,14.76,1.61,Mixed,Commodities,Tips/Recommendations,64.45,1,2
TR00402,26-35,Beginner,29262,27309,-6.28,15.51,20.36,0.33,0.85,24,0.99,42.91,3.08,Intraday,Equity,Tips/Recommendations,15.68,0,4
TR00403,26-35,Advanced,1629551,1666339,2.16,2.17,9.65,0.47,2.27,13,3.57,28.16,3.04,Mixed,Mixed,Fundamental Analysis,76.08,1,1
TR00404,56+,Intermediate,233868,235802,0.87,11.0,24.65,0.47,1.38,6,1.34,32.99,2.31,Mixed,F&O,Fundamental Analysis,60.09,1,3
TR00405,46-55,Beginner,14432,13409,-6.55,29.93,45.37,0.31,0.94,11,23.18,68.72,5.1,Positional,Equity,Tips/Recommendations,37.17,0,5
TR00406,26-35,Intermediate,145257,145360,0.08,7.32,17.02,0.53,0.91,11,8.22,45.58,4.41,Mixed,F&O,News Events,63.41,1,2
TR00407,18-25,Intermediate,114291,108822,-4.67,15.37,23.07,0.43,0.84,19,1.95,36.25,5.75,Positional,F&O,Technical Analysis,37.88,0,3
TR00408,36-45,Intermediate,260176,254160,-2.55,13.34,24.78,0.41,0.87,10,1.32,42.75,3.25,Intraday,F&O,Technical Analysis,47.65,0,3
TR00409,36-45,Beginner,69399,56371,-18.25,34.86,39.73,0.35,0.81,28,17.75,45.35,4.25,Intraday,F&O,Technical Analysis,15.98,0,5
TR00410,26-35,Intermediate,439744,438436,-0.31,4.41,6.3,0.43,1.13,13,5.16,32.45,4.62,Mixed,Currency,Mixed,40.58,0,2
TR00411,46-55,Beginner,89714,82993,-7.57,21.77,26.06,0.33,0.94,26,0.99,65.64,6.1,Swing,Equity,Mixed,25.11,0,4
TR00412,46-55,Advanced,1991667,2064945,3.8,3.93,12.89,0.58,2.99,5,14.31,21.59,2.0,Mixed,Commodities,Technical Analysis,62.38,1,2
TR00413,36-45,Beginner,10302,9835,-4.85,16.26,19.22,0.38,0.77,19,17.1,59.43,7.64,Swing,F&O,Technical Analysis,16.55,0,4
TR00414,26-35,Intermediate,443271,451215,1.75,7.57,21.61,0.47,1.49,10,4.71,25.56,5.38,Intraday,F&O,News Events,67.42,1,2
TR00415,26-35,Intermediate,161317,161665,0.2,4.18,7.41,0.45,1.3,19,5.95,37.99,2.9,Intraday,Mixed,Tips/Recommendations,48.64,1,2
TR00416,18-25,Beginner,18717,17628,-5.33,8.06,11.88,0.23,1.09,20,11.37,73.08,4.2,Swing,Mixed,Tips/Recommendations,23.36,0,3
TR00417,26-35,Intermediate,439593,442093,0.61,10.1,12.68,0.37,1.88,16,4.82,46.06,4.05,Intraday,Mixed,Tips/Recommendations,30.58,1,3
TR00418,26-35,Intermediate,340843,341470,0.18,4.08,5.73,0.38,1.85,9,1.74,41.73,5.09,Swing,Mixed,Technical Analysis,39.9,1,2
TR00419,46-55,Intermediate,123686,124698,0.79,7.64,24.15,0.38,1.97,5,5.63,42.37,2.18,Intraday,Equity,Fundamental Analysis,64.65,1,2
TR00420,18-25,Intermediate,117661,116081,-1.39,15.74,21.52,0.48,0.83,12,9.09,36.74,4.77,Intraday,Mixed,Mixed,36.59,0,3
TR00421,26-35,Intermediate,94247,97023,3.26,9.41,21.02,0.5,1.81,9,8.04,37.54,4.59,Swing,F&O,Technical Analysis,46.6,1,3
TR00422,36-45,Intermediate,295121,302891,2.54,10.05,17.6,0.46,1.7,16,3.05,24.01,2.93,Positional,F&O,Technical Analysis,30.57,1,3
TR00423,26-35,Intermediate,197820,198737,0.43,4.04,9.33,0.52,1.07,16,9.78,33.32,4.73,Swing,Equity,Mixed,49.13,1,2
TR00424,36-45,Advanced,1615833,1749898,8.08,2.82,8.74,0.65,2.93,13,11.01,23.52,3.82,Intraday,Mixed,Technical Analysis,60.74,1,2
TR00425,26-35,Intermediate,316765,317144,0.12,7.18,16.95,0.51,0.98,9,1.09,48.75,2.19,Intraday,F&O,Tips/Recommendations,62.78,1,2
TR00426,26-35,Beginner,25034,23191,-7.33,16.66,31.0,0.34,0.98,16,15.21,51.55,4.6,Intraday,Equity,Technical Analysis,34.75,0,4
TR00427,36-45,Beginner,15126,14195,-6.55,12.31,20.41,0.31,0.66,13,0.16,57.47,5.19,Intraday,F&O,Tips/Recommendations,33.63,0,3
TR00428,18-25,Intermediate,186194,186469,0.14,7.56,15.3,0.44,1.32,10,5.3,36.0,5.6,Intraday,F&O,Tips/Recommendations,41.33,1,3
TR00429,46-55,Intermediate,330174,329341,-0.24,4.97,14.82,0.37,1.66,17,9.06,39.1,5.85,Intraday,Equity,Technical Analysis,63.49,0,2
TR00430,46-55,Beginner,92838,66992,-29.96,30.73,49.85,0.28,0.89,29,12.5,67.41,5.22,Intraday,Mixed,Technical Analysis,26.29,0,5
TR00431,18-25,Beginner,94717,77093,-17.3,38.59,45.9,0.38,0.8,24,0.53,41.25,6.75,Intraday,Equity,Technical Analysis,21.21,0,5
TR00432,26-35,Intermediate,498874,501343,0.52,5.48,14.27,0.51,1.19,7,5.37,35.86,4.13,Intraday,Equity,Technical Analysis,55.01,1,2
TR00433,26-35,Beginner,48638,41190,-13.97,35.7,34.92,0.24,1.09,17,0.93,71.3,5.69,Swing,Equity,Fundamental Analysis,10.37,0,5
TR00434,56+,Beginner,77067,56487,-27.34,38.55,39.91,0.29,0.6,29,0.65,53.16,4.39,Intraday,Commodities,Technical Analysis,14.29,0,5
TR00435,36-45,Beginner,98869,95113,-4.06,6.22,11.39,0.36,0.8,25,0.14,43.92,4.08,Intraday,Commodities,News Events,32.27,0,3
TR00436,18-25,Advanced,1878050,1970589,5.08,4.97,13.63,0.46,2.86,14,10.18,29.64,1.86,Intraday,Mixed,Tips/Recommendations,68.55,1,2
TR00437,26-35,Beginner,44674,36188,-19.22,25.97,44.41,0.28,1.09,27,17.52,71.19,5.78,Swing,Equity,Technical Analysis,27.94,0,5
TR00438,46-55,Advanced,1415502,1478756,4.89,1.89,7.95,0.62,2.1,13,9.6,11.89,1.09,Swing,F&O,Fundamental Analysis,73.48,1,1
TR00439,26-35,Intermediate,96271,97577,1.34,3.73,12.82,0.43,1.72,14,4.5,43.3,5.63,Positional,F&O,Tips/Recommendations,64.19,1,2
TR00440,46-55,Beginner,83688,72216,-13.45,12.01,20.92,0.22,1.08,28,15.48,71.08,3.78,Swing,Commodities,Mixed,38.57,0,3
TR00441,36-45,Intermediate,481734,487545,1.15,5.06,14.53,0.46,1.87,5,9.35,33.85,2.88,Swing,F&O,Tips/Recommendations,65.34,1,2
TR00442,56+,Beginner,20267,19504,-4.16,10.79,11.78,0.37,0.88,28,0.71,79.17,5.59,Intraday,F&O,Technical Analysis,18.12,0,3
TR00443,36-45,Intermediate,271897,270221,-0.61,12.83,22.04,0.47,1.05,16,1.11,43.6,4.84,Intraday,F&O,Mixed,37.77,0,3
TR00444,56+,Intermediate,51062,50774,-0.62,3.15,5.71,0.4,1.11,14,9.93,43.21,2.38,Intraday,Currency,Technical Analysis,48.98,0,2
TR00445,46-55,Beginner,60448,55597,-7.71,18.2,23.16,0.28,0.71,14,0.7,67.39,4.59,Mixed,Currency,Fundamental Analysis,10.22,0,4
TR00446,36-45,Beginner,16229,14404,-12.34,46.4,47.26,0.29,0.92,18,0.89,37.53,7.84,Swing,F&O,News Events,10.77,0,6
TR00447,36-45,Advanced,1698585,1746634,2.61,2.13,11.56,0.57,1.55,13,9.53,16.52,1.79,Intraday,Equity,Technical Analysis,79.37,1,1
TR00448,36-45,Beginner,57915,56325,-2.64,13.56,21.26,0.35,0.95,10,0.67,53.2,4.57,Intraday,Currency,Mixed,25.61,0,3
TR00449,46-55,Advanced,1515352,1529455,0.93,0.24,5.28,0.47,2.05,11,14.74,17.92,3.51,Swing,F&O,Tips/Recommendations,94.81,1,0
TR00450,36-45,Intermediate,154592,155198,0.4,2.76,5.1,0.53,1.15,14,7.73,32.46,2.2,Intraday,Equity,Fundamental Analysis,38.07,1,2
TR00451,46-55,Intermediate,184668,184707,0.02,11.35,18.91,0.35,1.86,5,6.02,46.65,3.86,Intraday,Equity,News Events,40.32,1,3
TR00452,36-45,Advanced,1620499,1623201,0.17,1.08,2.63,0.52,2.19,3,5.17,34.73,2.14,Intraday,Equity,Technical Analysis,63.97,1,1
TR00453,26-35,Advanced,1647960,1656491,0.48,0.59,8.92,0.46,1.64,7,3.65,28.9,1.95,Positional,F&O,Mixed,92.11,1,1
TR00454,26-35,Intermediate,158099,161249,1.84,10.21,24.24,0.43,1.79,13,3.88,45.74,3.14,Positional,F&O,Technical Analysis,61.11,1,2
TR00455,26-35,Beginner,17561,16701,-5.44,9.97,14.38,0.31,0.53,17,15.39,69.19,3.46,Swing,F&O,Technical Analysis,34.67,0,3
TR00456,36-45,Intermediate,132152,137453,3.94,8.91,22.89,0.45,1.67,17,5.86,32.87,3.26,Intraday,Mixed,Tips/Recommendations,66.11,1,2
TR00457,46-55,Beginner,36734,32203,-11.82,33.1,49.66,0.23,1.04,10,0.76,40.05,3.22,Mixed,F&O,Mixed,25.75,0,5
TR00458,36-45,Beginner,16371,15558,-4.85,9.34,12.46,0.33,0.75,25,0.72,55.71,6.9,Intraday,F&O,Tips/Recommendations,23.54,0,3
TR00459,36-45,Beginner,36069,31988,-12.35,42.47,45.32,0.21,1.08,16,0.97,66.81,4.99,Mixed,Currency,Technical Analysis,19.91,0,5
TR00460,26-35,Intermediate,260977,266044,2.06,7.57,15.32,0.5,1.42,19,2.36,33.09,3.78,Intraday,F&O,Tips/Recommendations,53.57,1,2
TR00461,18-25,Intermediate,62910,64294,2.32,11.45,23.13,0.54,1.36,9,4.08,40.0,5.57,Intraday,Equity,Technical Analysis,48.17,1,3
TR00462,26-35,Intermediate,385623,380614,-1.22,7.27,16.43,0.42,0.85,10,4.72,22.83,4.63,Swing,F&O,Mixed,48.06,0,2
TR00463,26-35,Intermediate,131264,130833,-0.33,5.37,18.24,0.45,1.15,17,7.82,42.44,2.03,Positional,F&O,Technical Analysis,67.48,0,2
TR00464,26-35,Advanced,223275,228961,2.55,0.52,9.07,0.53,2.9,8,11.92,34.38,3.83,Swing,Equity,Technical Analysis,94.44,1,1
TR00465,36-45,Beginner,82274,67399,-16.63,32.04,44.58,0.2,0.77,12,0.65,65.34,4.19,Swing,F&O,Fundamental Analysis,33.89,0,5
TR00466,18-25,Beginner,91449,77512,-14.83,22.51,39.36,0.28,0.88,21,0.24,78.36,3.54,Swing,F&O,Mixed,32.7,0,4
TR00467,26-35,Beginner,70004,63503,-8.6,22.32,30.85,0.36,0.87,25,27.54,71.33,6.84,Swing,Currency,Technical Analysis,30.42,0,4
TR00468,36-45,Intermediate,244053,247237,1.32,14.45,22.36,0.47,1.51,7,4.9,47.09,4.0,Swing,Equity,Mixed,36.64,1,3
TR00469,36-45,Intermediate,235625,233457,-0.99,6.74,9.91,0.37,0.87,9,2.45,48.01,3.74,Swing,Equity,Technical Analysis,32.36,0,3
TR00470,18-25,Advanced,772735,779187,0.77,0.69,4.05,0.62,2.04,7,9.7,34.04,1.75,Intraday,Equity,Tips/Recommendations,84.18,1,1
TR00471,26-35,Beginner,44529,41848,-6.07,12.7,16.42,0.31,1.01,23,24.83,63.71,5.74,Intraday,Equity,Tips/Recommendations,31.86,0,3
TR00472,36-45,Beginner,85703,81345,-5.43,19.23,23.36,0.37,0.64,14,15.56,30.29,4.37,Intraday,F&O,Tips/Recommendations,11.41,0,4
TR00473,26-35,Intermediate,388234,386756,-0.4,3.71,9.77,0.47,1.04,19,2.75,33.97,5.61,Intraday,Currency,Technical Analysis,67.12,0,1
TR00474,26-35,Advanced,1003692,1007285,0.39,4.48,14.09,0.56,1.52,2,13.56,27.13,1.65,Intraday,Equity,Technical Analysis,63.19,1,2
TR00475,26-35,Beginner,13812,12769,-7.6,10.07,14.23,0.22,0.81,23,16.22,45.2,7.42,Mixed,F&O,Mixed,18.58,0,3
TR00476,56+,Beginner,38024,30145,-19.35,24.03,37.96,0.23,1.12,29,26.3,45.91,5.8,Mixed,F&O,Technical Analysis,30.17,0,4
TR00477,36-45,Beginner,68656,66491,-2.9,12.65,17.57,0.39,0.54,14,0.65,78.06,7.14,Swing,Equity,Tips/Recommendations,15.1,0,4
TR00478,36-45,Advanced,1102580,1141785,3.27,4.57,13.46,0.5,1.79,13,7.5,36.75,3.14,Swing,Mixed,News Events,61.94,1,2
TR00479,46-55,Beginner,37285,31186,-17.68,32.69,48.45,0.4,0.72,25,20.48,72.46,6.48,Intraday,F&O,Technical Analysis,19.93,0,5
TR00480,46-55,Beginner,11605,10510,-9.67,21.65,28.62,0.31,1.01,25,0.86,50.3,4.62,Swing,Currency,Tips/Recommendations,32.98,0,4
TR00481,26-35,Beginner,81158,68610,-17.07,29.98,45.16,0.23,0.95,16,10.22,30.68,4.17,Mixed,Equity,Technical Analysis,22.41,0,5
TR00482,18-25,Intermediate,122303,122040,-0.2,2.46,5.1,0.37,1.3,8,7.75,22.41,2.84,Swing,Equity,Technical Analysis,56.12,0,2
TR00483,26-35,Beginner,37139,33259,-10.75,25.46,42.8,0.24,1.03,10,23.57,45.61,7.29,Intraday,F&O,News Events,27.39,0,5
TR00484,46-55,Beginner,87149,85247,-2.13,20.17,19.15,0.39,0.93,14,26.84,30.79,7.1,Intraday,F&O,Technical Analysis,10.67,0,4
TR00485,46-55,Intermediate,237210,241542,1.75,7.65,23.17,0.43,1.88,11,5.23,20.51,3.76,Swing,F&O,Fundamental Analysis,69.54,1,2
TR00486,56+,Intermediate,311949,313625,0.55,2.76,5.02,0.43,1.78,14,5.52,47.5,2.53,Swing,Equity,Mixed,31.66,1,2
TR00487,26-35,Advanced,1062557,1083288,2.03,0.63,9.23,0.51,1.88,11,4.5,31.18,2.15,Positional,Equity,Mixed,93.87,1,1
TR00488,36-45,Beginner,23918,20140,-14.46,29.76,40.27,0.23,0.69,14,22.87,45.45,6.1,Positional,F&O,Tips/Recommendations,26.5,0,5
TR00489,36-45,Intermediate,208518,207827,-0.3,3.56,10.17,0.45,0.95,8,8.02,23.98,3.82,Intraday,F&O,Technical Analysis,68.53,0,1
TR00490,36-45,Beginner,23046,22116,-4.21,15.48,17.73,0.23,0.74,11,0.3,55.58,6.9,Positional,Currency,Technical Analysis,13.44,0,4
TR00491,26-35,Beginner,34818,33784,-2.98,10.63,13.36,0.37,1.2,29,10.04,30.27,7.99,Intraday,Mixed,Fundamental Analysis,24.71,0,3
TR00492,26-35,Beginner,14324,13159,-7.43,21.82,23.06,0.27,0.78,19,0.26,76.92,3.96,Swing,Equity,Fundamental Analysis,15.09,0,4
TR00493,26-35,Beginner,86323,67502,-24.2,27.57,32.39,0.27,0.65,28,13.63,50.74,5.3,Positional,F&O,Technical Analysis,11.53,0,5
TR00494,18-25,Beginner,19111,18780,-1.76,8.38,14.63,0.29,1.03,10,18.05,50.12,5.15,Intraday,Currency,Tips/Recommendations,28.53,0,3
TR00495,26-35,Advanced,1155614,1176195,1.94,2.57,6.9,0.54,2.31,9,13.49,21.72,1.91,Intraday,Currency,Tips/Recommendations,67.27,1,1
TR00496,36-45,Beginner,26389,25774,-2.33,7.14,10.36,0.4,0.6,14,24.47,33.47,3.99,Intraday,F&O,Technical Analysis,27.63,0,3
TR00497,26-35,Beginner,51427,44615,-14.64,36.97,42.75,0.31,0.77,22,0.19,61.92,3.33,Intraday,Mixed,Fundamental Analysis,13.37,0,5
TR00498,26-35,Beginner,89579,85040,-5.16,9.73,15.14,0.22,0.79,13,0.73,66.65,7.44,Intraday,Equity,Mixed,19.96,0,3
TR00499,26-35,Advanced,1932682,1980727,2.63,0.72,5.68,0.57,2.63,9,8.84,30.28,2.26,Swing,F&O,Mixed,87.36,1,1
TR00500,18-25,Intermediate,172883,171859,-0.59,3.37,5.37,0.38,0.82,11,6.39,24.15,3.99,Swing,F&O,Tips/Recommendations,47.48,0,2
